essay_id,essay,domain1_score,word_count,sent_count,avg_word_len,lemma_count,spell_err_count,noun_count,adj_count,verb_count,adv_count,neg_score,pos_score,neu_score,cosine_similarity
5988,"The setting of the authors “ shortcut” effected his performance and strength tremendously . whether it was the hills, heat or barren landscape all three took their toll on Joe Kurmaskie. Not only that, but his lack of water depleted his energy as well.” Flat road was repalced by short rolling hills.” The hills were a tough thing to pass since Joe was being drained of energy. He overcame this exhaustion when a building came into views.” I wiped the sweat from my eyes to make sure it wasn’t a mirage, and tried not to get too excited with what I believed was my last burst of energy. I manouvered down the hill.” The authour overcame all the problems ne faced even though it was difficult. He seems to have written this piece to exaggrate how important it is to keep going when you want to give up. Winston churchill once said, “ success is not final, failure is not fatal: it is the courage it takes to continues that counts.” I believe that @PERSON2 agrees.",3.0,174,7,4.362068965517241,117,0.05172413793103448,0.23563218390804597,0.04597701149425287,0.25862068965517243,0.07471264367816093,0.091,0.189,0.72,0.06337986497869687
5989,"The features of the setting affect the cyclist very much so! The cyclist is riding through the hot desert. Meaning he needs lots of cold water to keep him hydrated. The longer he rides in the hot sun, the more he sweats, the more likely he will get dehydrated. If he was riding in the rain or snow it could possibly slow him down also, because he would be cold and his muscles might get stiff and not be able to move as fast. This is why the setting affects the cyclist very much so. ",1.0,95,6,4.0,58,0.0,0.1368421052631579,0.09473684210526316,0.2,0.11578947368421053,0.0,0.0,1.0,0.06208521603100032
5990,"There was many features that affected the cyclist such as heat and lack of water. The cyclist was drinking a lot of water throughout the story and ends up only having little water left. “I eased past, trying to keep my balance in my dehydrated state.” That shows he wasn’t prepared with enough water for his trip to Yosemite. Without water he/she would die from the heat. “Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from heat stroke"" This states that he @CAPS1 the danger of not having enough water in his system. Features such as water and heat affected him/her throughout the story. Not having enough water could make him/her lose more sweat and the heat is making him lose even more sweat which can cause extreme heatstroke.",3.0,141,7,4.390070921985815,83,0.014184397163120567,0.2624113475177305,0.07801418439716312,0.19148936170212766,0.05673758865248227,0.135,0.039,0.826,0.0965740844146102
5991,"The features in the setting affected the cyclist in many ways. Initially, when the cyclist went through the road with the big snake in the middle of it made him keep cations and very unease. Furthermore, the desert and nothing around gave the cyclist of abandoness and no help for when he is I trouble. Finally, the cyclist is greatly relieved when he sees the bait store and that people are there. The features in the setting greatly affected the cyclist on his ride.",2.0,84,5,4.488095238095238,52,0.011904761904761904,0.27380952380952384,0.03571428571428571,0.13095238095238096,0.09523809523809523,0.12,0.06,0.82,0.06888214337302073
5992,"The features of the setting in “Rough Road Ahead:Do Not Exceed Posted Speed Limit,” by Joe kurmaksie,greatly affect the cyclist and put him through many hardships that he probably could have avoided.The old cotagers told him about a path they thought was right,but was hard and did not get him to the right place.The features of the setting are described as “flat road was replaced by short rolling hills.”",1.0,74,1,4.418918918918919,57,0.02702702702702703,0.28378378378378377,0.0945945945945946,0.20270270270270271,0.05405405405405406,0.02,0.0,0.98,0.08931830737353122
5993,"In the essay Do Not Exceed Posted Speed Limit the author Joe Kurmaskie uses the features of the setting to affect the cyclist. The cyclist is affected by these features because of he sees the same setting (the dessert) for several miles, he has no water and, the road has a lot of hills. The cyclist could been affected by seeing the dessert and no scenary changes for a wahile. When you look at one same scene for hours you could start to get tired and bored with everything. So this cause him to be very drossy and bored. Also the cyclist had no water as none of the fountains were cold water. Having no water out in the dessert could make you dehydrate and faint.",2.0,126,7,4.2063492063492065,73,0.031746031746031744,0.2698412698412698,0.05555555555555555,0.19047619047619047,0.03968253968253968,0.142,0.0,0.858,0.07699610766010102
5994,"Many different characteristics in a setting and determine the outcome of an event there. Im the story, Rough Road Ahead Do Not Exceed Posted Speed Limit, the cyclists journey was affected my a few weather relouded things. The heat was an extreme thing that showed him down and in most cases detened him from reading his maximum level of ability. Also the time of your in which this labes place, greatly affects the cyclist. Lastly, the type of road and amount of ground that he has to cover after affects his performance. Overall, setting can be a determining factor in a journey as they life",2.0,105,6,4.552380952380952,75,0.0380952380952381,0.3333333333333333,0.0761904761904762,0.13333333333333333,0.05714285714285714,0.016,0.022,0.962,0.06551244383724825
5995,"The setting of the story affects the cyclist in many ways. Since he is riding in the California desert, he always feels very hot and is always in constant thirst. In addition to this the area he is riding in appears to be quite desolate. He finds nothing but old abondored buildings. He doesn't find anyone. No people or cars, or any sign of modern civilization. This causes him to feel a little unnerved as if something happened to him nobody would know about it. This is especially prevelent when he become dehydrated. In those ways, the cyclist is very much affected by the setting.",2.0,106,9,4.415094339622642,71,0.02830188679245283,0.19811320754716982,0.11320754716981132,0.1792452830188679,0.0660377358490566,0.022,0.022,0.956,0.062350928308788356
5996,"In the story “Rough Road Ahead” by @PERSON1, the features of the setting affect the cyclist in many ways. One way the setting affects the cyclist is, in the desert, the cyclist drank more water than before. For example, the text states “I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June. You will drink more water in a desert than in a forest. If you go cycling, be aware of the settings around you because they will affect you.",1.0,91,5,4.329670329670329,53,0.01098901098901099,0.2857142857142857,0.04395604395604396,0.16483516483516483,0.03296703296703297,0.0,0.035,0.965,0.11541729485345664
5997,"Some features of the setting affect the cyclist. First the cyclist followed the old codgers advice of how to get to Yosemite National Park. Their advice was no use and didnt help her in the end. Next, “a tarlike substance oozed out” of what she thoot was going to be water. Then the terrain changed to “short, rolling hills”, which wasnt helping, her bike better. Lastly, ""tumble weeds crossed my path and a ridiculously large snake”, slowed her down. All of these road blocks in the setting affected the cyclist.",2.0,90,7,4.5,64,0.044444444444444446,0.3111111111111111,0.044444444444444446,0.17777777777777778,0.05555555555555555,0.126,0.03,0.844,0.08262346856467716
5998,"The features of the setting that affect the cyclist are the lack of water, out of date information, and rolling hills. If he had up to date information then he would probably have got water from a town that’s not empty or almost empty like a “ghost town” as the cyclist said.",2.0,53,2,4.09433962264151,37,0.0,0.3018867924528302,0.03773584905660377,0.1320754716981132,0.09433962264150944,0.043,0.101,0.857,0.06858483615306696
5999,The cyclist has a couple things if he racing and the wind is blowing then theres a problem and he has to follow traffic law and ride on the right side or the road.,1.0,34,1,3.7941176470588234,27,0.029411764705882353,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.029411764705882353,0.08,0.0,0.92,0.02439603894359848
6000,"“Do Not Exceed Posted Speed Limit” had a  rough setting between harzardous things and the death defying heat. The cyclist had to endure the pain of dehydration and determination. He had been given bad directions that almost caused him his life. He was travelling through a desert and claimed the temperature was @NUM1.Also, the cyclist had to ration his water because it was ghost towns in which our character passed through. He used nature skills he’d once learned and began to suck on pebbles which take the mind off thirst and uses saliva to help refresh your throat. Throughout his adventure everything kept this young man from getting water and to whenever there was water any faster. He had survived and wouldn’t ever take shortcuts again",2.0,129,7,4.689922480620155,94,0.031007751937984496,0.2868217054263566,0.03875968992248062,0.2558139534883721,0.046511627906976744,0.112,0.078,0.81,0.08069303279201716
6001,An example of the setting affecting the cyclist is when he has the lock of water in a ghost town in just eliterat. He frind the water but e tar like substance come out and it tasted like battery. When he left he had to go through rough road which he couldn’t travel that fast leanes of the condition of the road.,1.0,63,3,3.9206349206349205,47,0.06349206349206349,0.2698412698412698,0.015873015873015872,0.19047619047619047,0.015873015873015872,0.025,0.1,0.875,0.057633304293687106
6002,"The cyclist had a very hard time geting to Yosemite National Park. This is because the sun was out, and it was in the middle of June. I was so hot out the cyclist became dehydrated faster than he would have on a cooler day. When the pumped the handle of the old rusted water pump, he said the water felt, “somewhere in the neighborhood of two hundred degrees. The cyclist also had to deal with a lot of ""short rolling hills"", which was much more difficult to bike on than flat roads. On top of everything else the roads were in very bad condition, so you had to watch for rocks in the road.",2.0,115,6,4.017391304347826,73,0.008695652173913044,0.23478260869565218,0.08695652173913043,0.16521739130434782,0.0782608695652174,0.071,0.015,0.914,0.1020869975833981
6003,"The cyclist in the story is at first confident in accepting the old men’s help, and doesn’t seem to suspect anything is wrong when he first starts out. The way the men directed him seem all going for his water supply is all in store, and the first land mark, a ghost town now, is exactly where it is supposed to be. The next “town” he hits doesn’t have anything that could replenish his diminishing water supply and he starts to feel troubled. However he was told the next town wasn’t further, so he pressed on. Then the scenery makes a drastic change, the flat roads becoming hills, the sun beating hotter- it really look like a desert after tumbleweeds even go past! The cyclist continues on, despite being very dehydrated. The next thing to come along is an old juice building that almost seems to mark him on how he has no water. He keeps on, however, and at last sees a shop where he can get water. The canging scenery sends the cyclist from confidence to worry, to hopelessness and lastly, relief.",3.0,188,9,4.212765957446808,111,0.02127659574468085,0.24468085106382978,0.06914893617021277,0.22872340425531915,0.0797872340425532,0.112,0.085,0.803,0.08608577910447786
6004,Well I would put it like this is that the weather had everything to do with it because the not weather make you tired and upset and easy to angre so now it make you upset and and then stress.,1.0,40,1,3.775,29,0.025,0.075,0.075,0.225,0.125,0.216,0.149,0.635,0.021523778289357056
6005,"The features of the setting affect the cyclist in two way. This ways are pysical and mental. The pysical ways that features affect cyclist is the terrain. If the roads are long and wiredy, this could wear the cyclist out. They could also become physically tired if the incline of the hill is to steep. When it’s you against gravity, it can be egausting. The temperature can also be a crusal factor in a cyclist pysical ability. Nobody want to feel like their in a sauna when they are bike riding. The cyclist and also be attracted mentally. If the terrain looks deserted or anything like a desert the byciclist instintaniously thinks “dehydration” and “death.” If some people see dead animals or bones they would think they could die. If they see vulture circling them they would get afraid and think death, but the worse thing of all is that knowing all of these things are in the same place at the same time. This is how setting affects cyclists",3.0,171,12,4.432748538011696,93,0.04678362573099415,0.21052631578947367,0.0935672514619883,0.19298245614035087,0.03508771929824561,0.088,0.046,0.867,0.06452858415375878
6006,"The settings of the story were grveling. While the cyclist was riding along, the sun was beginning to beat down on him. The cyclist began to sweat due to the heat and thus he drank just about all of his water. Now the cyclist was experiencing major heat, sweat, and dehydration. The California desert is a grveling place to be, especially in June. Luckily, the cyclist did come up to a camp and found fresh food and water, before he would eventually continue his way to Yosemite National Park",2.0,89,6,4.415730337078652,57,0.02247191011235955,0.25842696629213485,0.033707865168539325,0.21348314606741572,0.0898876404494382,0.0,0.065,0.935,0.08408002373099739
6007,"As the cyclist is travelling to Yosemite National Park, he comes across many features in the area that affects him. First, he takes directions from some old guys who don’t know anything about the changes in maps because they never leave their porch. At first, it affects him in a positive way, because he thought he had a good shortcut to Yosemite. However, the affect later came negative because it turned out to be a shortcut that never existed. Another feature that affected him wasted the setting which was a desert-like area. The heat made it harder for him to ride his bike, and he also drank a lot of his water. This later resulted in him becoming dehydrated. A positive affect was when he found the bait shop, where he rehydrated himself and got some new directions.",3.0,140,8,4.428571428571429,90,0.014285714285714285,0.20714285714285716,0.06428571428571428,0.20714285714285716,0.05714285714285714,0.059,0.078,0.864,0.08137776432485205
6008,"The features of this setting affect the cyclist in many ways. The setting is a dessert so by common knowledge you know that it is going to be hot and dry. Because it is hot the cyclist needs more water because he is getting dehydrated. And when he is on his low of water because it is dry into mouth gets drys. @CAPS2 because he is in the dessert he sees wild sometime dangerous animals, in the story he sees a ridiculously @CAPS1 diamondbrock snake, which I believe are venomous, @CAPS2 ‘because ‘ of the extreme heat of the dessert he realizes that he had ??? chance of dropping from heatstroke. @CAPS2 the writer said that the dessert had short rolling hills and rough road ahead ??? would leave worn the cyclist out. Because of this terrain the cyclist way affects.",1.0,138,9,4.398550724637682,78,0.036231884057971016,0.2391304347826087,0.10869565217391304,0.1956521739130435,0.028985507246376812,0.083,0.014,0.904,0.07190339941399558
6010,The features of the setting affect the cyclist in many different ways. One example is the hot sun that was beating down on him made him very thirsty. Another feature is the rough road that wore the cyclist out and made him tired. My last example is the old juice factory with the picture of a refreshing cup of juice on it made the cyclist feel like giving up because he thought he would die of dehydration. These are my reasons as to why the features of the setting affect the cyclist in many different ways.   ,1.0,96,5,4.260416666666667,57,0.0,0.23958333333333334,0.10416666666666667,0.16666666666666666,0.03125,0.094,0.047,0.86,0.09516220921786826
6011,In the essay the mshan writes of rough rodes timit the cyclist’s had to overcome to reach @CAPS1 gole.,1.0,20,1,4.05,17,0.25,0.35,0.05,0.25,0.0,0.0,0.058,0.942,0.021450469840887464
6012,"Understanding, realitic, mode-all are reason’s how setting affects the setting. If a book has a good setting then the book might be pretty good. When you have a setting it’s more understable of what they are trying today. And if you have a good setting it makes it more realitic So when you read it you wont be thrown off, the mode of the story sets it all off, because usually books have there ups and downs. That’s why they chase the mode.  ",0.0,87,5,3.9770114942528734,49,0.034482758620689655,0.16091954022988506,0.10344827586206896,0.21839080459770116,0.10344827586206896,0.0,0.137,0.863,0.02052620489510659
6013,The setting of the story affected the cyclist by making him dehydrated which could lead to a heatstroke. “I could drop from a heatstroke” this shows that it was hot out and he was feeling bad if he could have dropped from a heatstroke.,1.0,44,2,4.2727272727272725,33,0.0,0.13636363636363635,0.022727272727272728,0.2727272727272727,0.022727272727272728,0.158,0.033,0.81,0.058532949644257586
6014,"The terrain during the cyclist’s journey greatly affects him. For example, the first terrain that he experienced was not very hilly, but rather flat and soothing. The author stated, “I rode into the morning with strong legs and a smile on my face.” This shows that he was energized and happy. However, the reader can predict that the journey will not remain this joyful, because the cyclist is basically in the desert during the summer, in which it is extremely hot. Then, the cyclist experiences hilly terrain that sucked the life from his body, especially because he had no water left. The cyclist said, “sometimes life can feel so cruel"", emphasizing that the cyclist mood had changed from enthusiastic to tired and forlorn.  This change of mood from the terrain can be connected to real life, as obstacles are include, in which the person must persevere and be strong to overcome, in which the cyclist finally did. ",3.0,158,7,4.651898734177215,94,0.0,0.20253164556962025,0.06962025316455696,0.1962025316455696,0.0949367088607595,0.073,0.183,0.745,0.07606846613108341
6015,"The features in the story great effect the cyclist. One feature of the setting that effects the cyclist is the heat. At first, the story says that the pine trees cooled the cyclist, but eventually the forest turned into a desert, and the heat poured down on him, make it hard to cycle. Another feature that effected the cyclist was the lack of water. As he moved away from his beginning point, the cyclist was drinking lots of water. But when he needed to refill, the water was brown and hot, so the cyclist didn’t take any. The lack of water plus the heat formed one giant obstacle that potentialy could have killed him, but through great determination the cyclist got through this troubling time.",2.0,126,7,4.428571428571429,76,0.015873015873015872,0.30158730158730157,0.047619047619047616,0.16666666666666666,0.023809523809523808,0.152,0.079,0.77,0.09433368831812058
6016,"The narrator in this story goes through a tough journey insisting of hope, challenge physical pain, despair, and relief. All of these are further developed by the settings where they take place, For example after taking advice from old men at a campsite, he is on his way through the deserts of California. If he had been almost anywhere else, his journey could have been much better. He could have gotten more reliable advice, or had been in a place where the towns were not miles and miles apart. Also, at one point he reaches a snake on the road. This could symbolize a decision, which was to go and how it will affect the outcome of his trip, or perhaps the decisions he had already made. To take advice from strangers and better yet he should use it. The irony continues as he becomes dehydrated and the flat land turns hilly. If that weren’t to happen he could have been more successful and healthy on his trip. The setting in this men’s story are necessary for if to have plot line and have the humour it possesses. If he were in the city, for example, he would not get lost and stranded, and therefore would have no story.",3.0,211,11,4.246445497630332,117,0.009478672985781991,0.2132701421800948,0.04739336492890995,0.2037914691943128,0.07582938388625593,0.046,0.117,0.837,0.06115028155270539
6017,The setting in the story changes many times. It starts in an area with rivers and pine trees. Then the cyclist arrives ant a town. After that he is pounded by the hot sun and along hilly road. With not much water left the cyclist uses all the energy he had to get to a town where he could get something to drink. The setting was what made the cyclists journey a hard one.,1.0,74,6,3.945945945945946,54,0.0,0.25675675675675674,0.05405405405405406,0.20270270270270271,0.04054054054054054,0.019,0.029,0.952,0.08300474304085595
6018,The features of the settings affect in the story “Do Not Exceed posted speed Limit” it is the morning and everyone is still sleep and he wakes in the morning for something to do when he pull up to the first plase he thinks that they are all old and crazy and he thinking that the places needs fixing because the houses are falling apart. Then..leaves and see these wide bunch of hills. inconclusion I would never do all the riding he did.  ,2.0,84,3,4.154761904761905,57,0.023809523809523808,0.20238095238095238,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.048,0.0,0.952,0.03636611071850163
6019,The setting effects the cyclist because he is in the desert with no water and doesnt know where he is going. The old men on the porch gave him wrong directions now he is lost in the desert. The cyclist find the will power to keep on moving and he finds help along the way. He finds another old man there that offer him directions but he says he has a map,1.0,72,4,3.888888888888889,48,0.013888888888888888,0.2361111111111111,0.041666666666666664,0.20833333333333334,0.013888888888888888,0.071,0.025,0.904,0.07194281138376239
6020,"The setting in the story discouraged the biker very much. As he follows the advice of the elderly men and starts off his journey he notices that there is, “no one in sight, not a building, car, or structure of any kind.” He uses tone words to describe how had things are when he says, “The water bottle contained only a few tantalizing sips.” He describes in exhaust how hard his journey is getting. He describes the intense heat inthe desert of California, pedaling up, “ one long, crippling hill.” The terrain did not make his rideeasy at all. The factor of weather, rolling hills, and the shortage of water take a tall on him. If he were on flat terrain on a cool day then he would have been first fine.",2.0,131,5,4.206106870229007,90,0.015267175572519083,0.2595419847328244,0.08396946564885496,0.183206106870229,0.05343511450381679,0.062,0.04,0.898,0.07251508975332645
6021,The features of the setting affect the cyclist alot. The hot sun beating down on him makes him sweat and makes him thirsty. The bumpy roods and hills make him work harder. The abandoned places make him lose hope. If faced with these obstacles I would have been affected in the same way. As I believe any human would be.,2.0,60,6,4.233333333333333,43,0.016666666666666666,0.21666666666666667,0.08333333333333333,0.25,0.016666666666666666,0.19,0.043,0.767,0.0676601665810874
6022,"The features of the setting affect the cyclist.The features of the setting, or nature, affect the cyclist because they are wearing her out. The cyclist is going to the city of of yosemite but some guys gave her a short cut. Through this shortcut are hills and heat and lack of water. @CAPS1 describes this by saying, “I wiped the sweat from my eyes to make sure it wasn’t a mirage, and tried not to get too excited.” @CAPS1 is excited that there is a building that @CAPS1 might get some water from. Also, @CAPS1 wiped the sweat from her eyes meaning it is hot outside and @CAPS1 is sweating and losing water. Therefore, the features of the setting affect the cyclist.",2.0,124,6,4.225806451612903,66,0.056451612903225805,0.2661290322580645,0.04838709677419355,0.20967741935483872,0.04032258064516129,0.07,0.047,0.883,0.07834724249356198
6023,"The three most important features of the setting that effect the cyclist are the ground he is traveling, the towns he passes, and the availability of water. The ground the cyclist is riding over is important because the rougher the terrain, and the more hills there are, the more energy he must use, and the less distance he can travel. @PERSON1 is riding fine until he must travel the rolling hills which consume his energy, ehausts his water, and causes dividing hope. As he approaches towns, his hope increases but soon fades due to the realization that the town will be unable of giving him relief. When he pumps out water that tastes like “battery acid,” his hope once again diminishes. As he sees the bait and tackle shop, he knows he can make it there and that when he gets there he can recover. These three features are what effects the cyclist the most.",2.0,155,7,4.438709677419355,81,0.012903225806451613,0.23870967741935484,0.04516129032258064,0.18064516129032257,0.06451612903225806,0.0,0.154,0.846,0.07115712165480555
6024,"In the story of “rough road ahead :do not exceed posted limit” the setting affected the cyclist. In the middle of the desert during the summer the cyclist was low on water. The old men gave him the wrong directions, so mainly it is the old guys thought he dies. The cyclist survives but the heat and the season he was riding he’ll probably bring another water botlle nextime",1.0,70,4,4.257142857142857,49,0.02857142857142857,0.2571428571428571,0.07142857142857142,0.2,0.05714285714285714,0.069,0.0,0.931,0.08234885276155651
6025,Some of the features of the setting affect the cyclist like the road was bad it had bumps all over that made it much harder and it also took up a lot of strength. Also the neighborhood of two hundre degrees after that become to a road with arore bunch of hills,1.0,52,2,4.0,39,0.038461538461538464,0.25,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.062,0.101,0.836,0.05115954594247537
6026,"In the story many different settings affected the author in many different ways. In the very beginning of his journey he came across a ghost town. He reacted to the features of this setting with humor and hope. “I chuckled, checked my water supply, and moved on."" He still has hope that he would end up safe and in the right place. The next setting was an abandoned shed with a water pump and a fork in the rode. He grew worried when he saw that no near town was still in sight. “This sight was troubling” when the features of the next setting caught his eye he was desperate and devastated. “At some point, tumble weed crossed my path and a ridiculously large snake” He was on rough terrain in the middle of the desert with little water, when he reached the abandoned @CAPS1’s factory all his hope was lost and when he was planning his death. “I was going to die and the birds would pick me clean."" @CAPS2, when he reached the fish camp, he was relieved ""I had overwhelming urge to seek out Gary and Wilber, Kiss them and buy some bait.” He was overjoyed and overwhelmed because he had survived.    ",3.0,206,11,4.174757281553398,116,0.014563106796116505,0.22330097087378642,0.09223300970873786,0.2087378640776699,0.02912621359223301,0.137,0.134,0.729,0.11432334256979444
6027,"Ghost towns are not exactly the most inviting place for a cyclis trunning low on water supply. In “Rough road ahead: do not exceed speed limit” the cyclist is affected in many ways by his surrounding settings. Starting off on a warm day with the sun bright start off as a good thing, while his mood is still fresh and happy expressions play on his face. But as he moves on he speaks of how “The sun was beginning to beat down” expressing his remorse of listening to the old men that led him on their “shortcut.” Along the road he comes to his first let-down, a ghost town with “one ramshackle shop, several rusty pumps and a corral that couldn’t hold the lamest male.” @CAPS1 he tries to pump the water from the corral but gets a “battery-acid” flavor and is forced to continue onward with little left to drink. This affects his mood to pity for himself and anger at the men who put him into the predicament. By the end he is relieved though when he comes to GARY & @CAPS2 FISH CAMP, a place with a working sink full of cold water. He says he “had an overwhelming urge to seek out @ORGANIZATION1, kiss them and buy some bait.” His thankfulness is expressed to men he doesn’t even know but because they were the light at the end of his long, dark and very exhausting tunnel.",3.0,243,7,4.102880658436214,154,0.02880658436213992,0.24279835390946503,0.0823045267489712,0.18930041152263374,0.06584362139917696,0.109,0.091,0.799,0.0814768454453156
6028,"The features of setting affect the cyclist. It was hard arrived at the first town for author. For example “Rough Road Ahead: Do not Exceed Posted Speed Limit.” The road that author was ridding, it was rough. @CAPS1 example is “Flat road was replaced by short, rolling hills.” All the road was hills and rough. Than “The water bottle contained only a few tontalizing sips.” @CAPS1 doesn’t have that much water. That was really hard.",2.0,76,6,4.421052631578948,56,0.05263157894736842,0.3684210526315789,0.10526315789473684,0.23684210526315788,0.039473684210526314,0.037,0.0,0.963,0.1286111619401845
6029,"The features of the selling effect the cyclist a lot. One factor that would effect the cyclist would be the heat. Also, because of this factor, he’s pobably suffering from lack of water. He’s probably really hot seeing he’s the only one cut in the middle of nowhere for what looks like miles. Another feature of the setting that would probably effect the cyclist is the thought of there @MONTH1 be a car around this next turn. If he can’t see around the next turn he doesn’t know is coming. The cyclist could also be thinking about when the next town will show up.",1.0,109,7,4.091743119266055,65,0.027522935779816515,0.24770642201834864,0.045871559633027525,0.1559633027522936,0.07339449541284404,0.069,0.023,0.907,0.06336488697897713
